"","Label_0","Label_1","Label_2","Label_3","Label_4","Label_5","Label_6","Label_7","Label_8","Label_9","Label_10","Label_11","Label_12","Label_13","Label_14","Label_15","Label_16","Label_17","Label_18","Label_19","Label_20","Label_21","Label_22","Label_23","Label_24","Label_25","Label_26","Label_27","Label_28","Label_29","Label_30","Label_31","Label_32","Label_33","Label_34","Label_35","Label_36","Label_37","Label_38","Label_39","Label_40","Label_41","Label_42","Label_43","Label_44","Label_45","Label_46","Label_47","Label_48","Label_49","Label_50","TotalHeart"
"Male_ABOU_K1837-1-e15.5_Heart85",20393952,14135,8180,5488,12767,5062,5596,6391,10022,5365,71125,36220,23145,9750,659,751,1941,4168,4541,3456,1144,1222,1212,3775,2405,538,1463,1332,1751,1741,11616,10754,7647,7862,2958,2878,21555,20077,5507,4998,12149,11051,23740,4947,6118,30116,15783,44384,15936,331,297,8625
"Male_ABQL_K1756-53-e15.5_Heart85",20318028,17077,9327,6737,15481,5529,5696,8448,13366,5328,82892,41411,24725,13332,775,764,2167,5230,4911,3611,1483,1575,1333,2802,3478,919,1229,1010,1932,1851,13192,12842,8690,8553,3235,3083,22625,23509,6523,6744,12654,11908,26849,6162,7109,31802,19782,57246,14461,324,259,9105
"Male_ABSY_K1755-13-e15.5_Heart85",20409204,12652,6514,5171,10083,4416,4422,6197,9159,3328,72896,39891,23135,10369,563,607,1842,4181,4136,3179,1009,1047,1316,3388,2423,474,1294,1480,1747,1604,11403,10414,8364,8298,3261,2843,20717,17814,6105,5710,12640,11258,24443,4604,5729,28279,15946,39652,14500,192,100,7607
"undeterminedSex_AAMN_N305-10-e15.5_Heart85",20462468,10857,5336,3635,8757,3178,3813,4166,8352,3648,51314,27922,17031,7659,592,548,1371,3563,3922,2665,857,853,904,5871,2372,630,1258,981,2061,1632,9972,9443,6719,6847,2838,2644,20917,16661,6097,5204,12362,11324,21155,5975,5966,36209,17256,44792,8659,509,236,7332
"undeterminedSex_AAMN_N305-15-e15.5_Heart85",20391580,12553,7019,5344,11917,4392,4502,5430,9587,5144,68982,41341,20909,9903,683,665,1580,4350,4702,3042,929,940,1029,4139,2573,701,1417,1334,1729,1688,11075,10181,6724,6901,2866,2680,19076,18663,6018,5987,13494,12047,23275,6193,6805,33615,17392,56632,9661,345,265,8354
"undeterminedSex_AAPN_K1026-14-e15.5_Heart85",20397616,12805,6583,4163,11231,5101,4785,5146,9930,4780,68825,46859,22762,8342,693,623,1776,4400,4068,3455,1026,810,1354,4554,2769,505,1734,1703,1653,1500,10738,9826,7384,7442,2701,2559,18732,18324,5876,5316,13352,11911,23479,5315,6349,31702,16370,49916,10616,278,263,8064
"undeterminedSex_AAPN_K1026-3-e15.5_Heart85",20389396,12718,7277,5156,10920,4900,4994,5959,9866,4848,77230,43539,24069,10394,862,772,1886,4005,4512,3248,1154,1094,1426,4417,2592,472,1731,1748,1728,1525,11386,10517,7903,8012,2709,2586,20656,18275,5733,5597,13466,11875,22813,4736,5663,29280,15529,42056,16340,340,91,8191
"undeterminedSex_AAPQ_K1076-4-e15.5_Heart85",20399664,13720,7989,4791,10606,4625,4895,4128,10641,7221,70925,42879,20396,10736,671,538,1793,4157,4655,2658,843,968,1352,7390,2922,723,2267,1667,1777,1565,10792,11029,7370,7432,2764,2535,16772,19713,5785,5604,13132,12778,21863,5848,5222,32353,15698,43816,9950,274,109,7696
"undeterminedSex_AATQ_K112-28-e15.5_Heart85",20494738,12967,6469,4823,9661,4402,4664,5336,8548,3649,46061,28006,13580,8091,542,446,1595,3842,4667,3479,987,992,1233,3404,2158,447,1224,1107,1340,1299,9525,8954,6613,6862,2237,2212,13995,16848,4939,4465,9170,8881,19995,4623,4757,25641,14877,41470,12911,551,717,9414
"undeterminedSex_AATQ_K112-29-e15.5_Heart85",20342480,16601,9563,6125,13821,5664,6739,7139,12165,7191,66123,35516,22760,10960,610,607,2071,5044,5380,4119,1339,1460,891,2970,3023,1090,1089,949,2091,1900,13282,12901,8489,8376,3390,3225,24077,24356,7234,7497,12776,12272,25579,6504,6364,36657,20697,54602,13383,363,495,10357
"undeterminedSex_AATQ_K113-11-e15.5_Heart85",20428304,12372,6883,4591,10781,4205,5116,5358,9628,4575,59837,34983,19381,6727,594,516,1644,3519,4168,2698,1146,1148,1123,3773,2456,579,1401,1297,1804,1700,10419,10037,6973,6915,2809,2547,20621,20858,5461,5195,11221,11049,22682,5289,6413,32117,17068,48955,10582,339,143,7348
"undeterminedSex_AATQ_K113-8-e15.5_Heart85",20438814,12896,6603,4560,10758,4420,4406,4882,9066,4051,54586,31650,16140,9602,528,467,1704,4004,3800,2938,1152,1162,1236,3976,2427,638,1501,1350,1674,1644,10843,10321,7245,7673,2675,2542,19199,20064,5621,5362,11394,10599,23264,5360,5696,31159,17424,49598,10876,265,185,7188
"undeterminedSex_AAWB_K269-40-e15.5_Heart85",20355124,15236,7703,5691,12123,5081,6335,7201,11337,6334,74807,46311,26354,10698,715,671,1966,4770,3946,3002,1157,1161,1433,4047,2725,655,1461,1382,1802,1588,12457,11364,7796,7584,3037,2921,19597,22262,6229,5830,12420,11310,24365,5904,6128,32937,17900,51556,15157,263,167,7378
"undeterminedSex_AAWB_K346-40-e15.5_Heart85",20376270,12489,6771,4844,10283,4003,4570,4576,9517,7553,74495,41836,24905,11458,713,683,1667,3773,3730,2964,1112,1142,1039,9665,2772,649,1619,2207,1941,1729,10711,10729,7095,7397,2858,2643,21740,20235,6633,5782,14629,12565,21960,5683,6344,33267,17154,51146,10079,260,115,7069
"undeterminedSex_AAWC_K245-15-e15.5_Heart85",20446192,10814,6368,4454,10657,3881,4463,5216,9261,5971,57117,37401,20361,9082,563,515,1708,3815,4210,2523,989,989,1203,3592,2418,478,1136,1243,1686,1597,11016,9896,7398,7509,2764,2561,18843,17276,5456,5253,11144,10426,21811,4520,5757,27529,15661,40669,14182,336,90,7159
"undeterminedSex_AAWC_K245-21-e15.5_Heart85",20406792,13177,7016,5055,11527,4831,6148,5191,10421,6725,67691,38021,22670,9210,680,590,1899,4269,4235,2907,1149,1302,1444,3544,2733,511,1627,1228,1627,1570,11872,11132,7874,7887,3064,2839,18321,20983,5784,5211,11568,10327,23084,5539,5198,29046,16363,40729,16926,287,176,7605
"undeterminedSex_AAWF_K371-9-e15.5_Heart85",20409528,11020,5837,4578,9724,4088,5019,5976,8663,4212,68721,39588,28495,11728,680,681,1663,3837,4041,2741,890,934,1275,4003,2432,529,1280,1310,1583,1570,11307,10411,7666,7587,2772,2676,19856,17995,5899,5563,12404,11419,22044,5019,5840,30337,16095,40847,16988,452,198,7432
"undeterminedSex_ABGF_K1122-11-e15.5_Heart85",20351162,15476,9314,5939,13139,6163,6038,7710,11242,3316,72846,41296,25709,14322,680,703,1955,4587,4319,3299,1346,1398,1378,3807,2581,637,1403,1303,1873,1891,12145,11528,8115,8322,3013,2851,23474,22549,6588,6251,13267,12249,25126,5672,6375,32728,17478,51254,13708,361,114,8093
"undeterminedSex_ABHW_K1303-7-e15.5_Heart85",20383830,14170,7468,4501,10593,4675,5539,5925,9847,4558,79954,43774,25494,12586,790,748,1847,4262,4340,3158,951,1108,1248,2808,2264,436,1445,1353,1633,1571,12467,11053,7750,7821,2860,2699,20567,17813,5432,5541,12278,11206,24450,4880,6034,28818,15906,43837,15234,298,180,7976
"undeterminedSex_ABJM_K1365-25-e15.5_Heart85",20450068,10497,6500,4762,9829,3941,4529,5475,8420,3618,61168,35305,20373,8413,611,552,1693,3933,3939,3430,966,987,1236,3856,2678,476,1471,1503,1674,1511,10818,9978,7083,7085,2663,2435,18089,16769,5065,4904,12044,10756,21203,4886,5849,29140,15291,35843,15960,366,358,8093
