"","Label_0","Label_1","Label_2","Label_3","Label_4","Label_5","Label_6","Label_7","Label_8","Label_9","Label_10","Label_11","Label_12","Label_13","Label_14","Label_15","Label_16","Label_17","Label_18","Label_19","Label_20","Label_21","Label_22","Label_23","Label_24","Label_25","Label_26","Label_27","Label_28","Label_29","Label_30","Label_31","Label_32","Label_33","Label_34","Label_35","Label_36","Label_37","Label_38","Label_39","Label_40","Label_41","Label_42","Label_43","Label_44","Label_45","Label_46","Label_47","Label_48","Label_49","Label_50","TotalHeart"
"Male_ABOU_K1837-1-e15.5_Heart116",20392078,13775,8102,5382,12751,5303,5561,6374,10023,5345,71670,36066,23101,9823,663,755,1942,4150,5653,4376,1171,1246,1212,3773,2385,541,1464,1326,1752,1741,11610,10760,7642,7839,2953,2873,21539,20049,5507,4994,12146,11062,23707,4940,6090,30104,15718,44245,15853,466,399,10894
"Male_ABQL_K1756-53-e15.5_Heart116",20315560,16935,9205,6679,15488,5849,5641,8454,13348,5285,83739,41226,24662,13430,780,765,2165,5201,6154,4517,1513,1614,1332,2799,3468,917,1228,1006,1929,1847,13194,12831,8688,8525,3233,3075,22618,23496,6502,6738,12650,11908,26832,6153,7076,31801,19703,57035,14396,468,343,11482
"Male_ABSY_K1755-13-e15.5_Heart116",20407628,12335,6484,5162,10054,4600,4400,6195,9182,3302,73421,39765,23083,10455,563,609,1838,4165,5282,3867,1019,1057,1315,3385,2406,471,1291,1474,1745,1601,11379,10439,8364,8292,3253,2840,20699,17773,6083,5705,12641,11259,24386,4583,5718,28273,15853,39479,14317,335,176,9660
"undeterminedSex_AAMN_N305-10-e15.5_Heart116",20460044,10960,5359,3593,8773,3363,3790,4158,8336,3647,51994,27860,17035,7739,602,550,1368,3555,4874,3345,889,892,900,5869,2357,632,1255,983,2057,1625,9973,9451,6720,6839,2831,2638,20892,16647,6084,5201,12362,11339,21115,5975,5943,36201,17206,44614,8548,662,355,9236
"undeterminedSex_AAMN_N305-15-e15.5_Heart116",20389012,12554,6975,5357,11915,4566,4479,5434,9627,5135,69645,41367,20894,9957,675,667,1578,4342,5927,3755,962,941,1029,4138,2565,698,1413,1327,1729,1684,11079,10188,6710,6898,2863,2672,19054,18621,5999,5984,13505,12058,23233,6184,6772,33602,17338,56436,9603,462,393,10537
"undeterminedSex_AAPN_K1026-14-e15.5_Heart116",20395256,12548,6570,4337,11090,5302,4763,5156,9990,4756,69413,46707,22727,8425,693,621,1777,4375,5184,4294,1069,838,1350,4554,2759,503,1735,1700,1648,1496,10737,9816,7387,7437,2696,2552,18715,18300,5862,5321,13355,11915,23428,5316,6324,31693,16295,49915,10557,386,357,10221
"undeterminedSex_AAPN_K1026-3-e15.5_Heart116",20387436,12394,7231,5082,10875,5152,4990,5957,9883,4833,77866,43297,23984,10466,848,771,1889,3977,5648,3989,1220,1148,1423,4414,2593,469,1730,1741,1722,1524,11395,10522,7903,7995,2704,2578,20629,18257,5729,5597,13460,11884,22769,4729,5651,29285,15454,42013,16280,456,157,10250
"undeterminedSex_AAPQ_K1076-4-e15.5_Heart116",20397372,13633,7884,4699,10580,4872,4883,4124,10636,7229,71719,42631,20386,10787,662,538,1789,4147,5848,3318,922,1005,1357,7390,2909,724,2265,1665,1776,1562,10795,11020,7360,7414,2757,2530,16746,19688,5778,5604,13129,12782,21805,5847,5201,32343,15634,43747,9969,394,145,9705
"undeterminedSex_AATQ_K112-28-e15.5_Heart116",20492128,13024,6467,4746,9670,4571,4651,5338,8578,3643,46604,27946,13560,8139,542,442,1593,3819,5831,4446,1015,1006,1236,3403,2154,447,1227,1105,1337,1296,9513,8965,6610,6843,2230,2211,13975,16819,4928,4465,9177,8879,19954,4617,4733,25630,14834,41185,12803,769,897,11943
"undeterminedSex_AATQ_K112-29-e15.5_Heart116",20339704,16444,9483,6006,13753,5992,6707,7125,12178,7185,66724,35435,22740,10997,607,606,2063,5013,6803,5305,1392,1508,889,2970,3002,1093,1089,946,2090,1898,13266,12904,8496,8357,3384,3217,24053,24333,7224,7499,12771,12273,25550,6502,6341,36645,20607,54376,13282,507,665,13280
"undeterminedSex_AATQ_K113-11-e15.5_Heart116",20425612,12325,6888,4549,10848,4447,5095,5353,9635,4583,60525,35106,19320,6786,598,516,1644,3500,5348,3366,1168,1164,1113,3770,2435,580,1404,1292,1799,1696,10419,10044,6956,6899,2810,2544,20586,20827,5454,5196,11224,11046,22644,5289,6398,32124,17021,48778,10562,504,210,9428
"undeterminedSex_AATQ_K113-8-e15.5_Heart116",20436500,12814,6582,4587,10793,4714,4392,4878,9081,4040,55177,31626,16114,9696,528,468,1699,3998,4798,3660,1194,1175,1229,3974,2407,637,1502,1345,1672,1637,10839,10320,7240,7650,2666,2537,19178,20030,5612,5359,11395,10604,23197,5361,5679,31163,17364,49379,10848,395,266,9119
"undeterminedSex_AAWB_K269-40-e15.5_Heart116",20352660,15117,7626,5732,12092,5403,6318,7199,11370,6329,75675,46092,26277,10772,715,665,1966,4772,5103,3698,1203,1192,1427,4047,2697,658,1458,1383,1801,1583,12450,11351,7809,7564,3038,2918,19570,22242,6217,5829,12408,11304,24293,5898,6115,32952,17846,51556,15000,373,238,9412
"undeterminedSex_AAWB_K346-40-e15.5_Heart116",20374112,12308,6686,4813,10285,4356,4555,4565,9511,7562,75089,41738,24866,11572,707,682,1665,3758,4833,3618,1176,1193,1039,9665,2764,649,1614,2205,1939,1720,10711,10731,7095,7385,2855,2638,21703,20227,6626,5779,14613,12567,21903,5684,6324,33263,17067,51018,10009,380,176,9007
"undeterminedSex_AAWC_K245-15-e15.5_Heart116",20443868,10800,6297,4420,10670,4090,4450,5217,9292,5977,57775,37443,20361,9130,559,512,1704,3802,5274,3140,1013,994,1197,3591,2406,477,1135,1244,1684,1594,10998,9896,7406,7501,2760,2556,18827,17260,5437,5247,11137,10425,21782,4517,5741,27532,15602,40555,14107,475,124,9013
"undeterminedSex_AAWC_K245-21-e15.5_Heart116",20404288,13167,6938,4966,11473,5123,6126,5192,10417,6735,68561,37991,22667,9281,681,588,1897,4240,5354,3606,1205,1362,1440,3543,2720,510,1628,1222,1630,1568,11863,11128,7871,7881,3059,2838,18291,20969,5774,5205,11577,10333,23034,5533,5170,29043,16301,40546,16811,418,236,9614
"undeterminedSex_AAWF_K371-9-e15.5_Heart116",20407684,10781,5824,4467,9741,4314,4988,5956,8650,4220,69162,39633,28438,11797,681,684,1662,3812,5177,3416,942,975,1273,4003,2415,528,1279,1306,1581,1568,11301,10410,7662,7571,2763,2665,19841,17982,5882,5560,12403,11428,21997,5005,5820,30330,16023,40683,16793,630,293,9516
"undeterminedSex_ABGF_K1122-11-e15.5_Heart116",20348620,15411,9261,5887,13151,6519,6016,7695,11173,3314,73593,41249,25697,14461,678,701,1954,4581,5500,3985,1357,1433,1375,3806,2567,636,1402,1301,1869,1890,12138,11530,8095,8313,3010,2846,23453,22527,6580,6250,13269,12252,25084,5663,6355,32727,17410,51096,13652,505,163,10153
"undeterminedSex_ABHW_K1303-7-e15.5_Heart116",20381380,13770,7350,4519,10543,4926,5522,5917,9876,4543,80959,43645,25435,12723,786,748,1851,4239,5461,3938,1011,1162,1240,2806,2254,435,1444,1348,1628,1565,12466,11058,7754,7803,2856,2695,20557,17797,5425,5539,12263,11202,24386,4876,6013,28810,15834,43809,15140,447,247,10093
"undeterminedSex_ABJM_K1365-25-e15.5_Heart116",20447536,10565,6330,4700,9807,4265,4501,5480,8431,3620,61759,35280,20330,8462,606,557,1693,3919,4924,4291,988,1018,1232,3853,2666,479,1472,1499,1672,1510,10802,9991,7099,7081,2653,2433,18060,16746,5060,4904,12053,10759,21161,4890,5827,29139,15244,35746,15862,526,518,10259
