"","Label_0","Label_1","Label_2","Label_3","Label_4","Label_5","Label_6","Label_7","Label_8","Label_9","Label_10","Label_11","Label_12","Label_13","Label_14","Label_15","Label_16","Label_17","Label_18","Label_19","Label_20","Label_21","Label_22","Label_23","Label_24","Label_25","Label_26","Label_27","Label_28","Label_29","Label_30","Label_31","Label_32","Label_33","Label_34","Label_35","Label_36","Label_37","Label_38","Label_39","Label_40","Label_41","Label_42","Label_43","Label_44","Label_45","Label_46","Label_47","Label_48","Label_49","Label_50","TotalHeart"
"Male_ABOU_K1837-1-e15.5_Heart173",20388880,12930,7909,5249,12696,5620,5543,6382,10049,5290,72587,35843,22998,10029,661,752,1944,4131,7829,5874,1226,1226,1196,3770,2367,534,1471,1326,1749,1738,11592,10753,7661,7813,2950,2860,21522,20022,5493,4986,12126,11057,23616,4932,6057,30099,15545,44185,15722,626,583,14912
"Male_ABQL_K1756-53-e15.5_Heart173",20311670,16515,8969,6550,15250,6235,5553,8421,13416,5191,85359,40813,24474,13646,778,766,2167,5172,8657,6190,1545,1558,1323,2793,3435,918,1231,1001,1925,1833,13172,12810,8681,8481,3226,3065,22598,23453,6469,6724,12639,11902,26741,6138,7039,31792,19520,56671,14404,688,433,15968
"Male_ABSY_K1755-13-e15.5_Heart173",20404888,11773,6328,5126,9946,4785,4363,6194,9215,3291,74057,39566,22926,10597,569,611,1834,4118,7474,5473,1068,1055,1303,3389,2398,466,1290,1463,1734,1594,11368,10435,8354,8279,3240,2825,20660,17721,6059,5683,12645,11257,24229,4574,5661,28266,15692,39234,13994,578,351,13876
"undeterminedSex_AAMN_N305-10-e15.5_Heart173",20455292,11176,5455,3527,8834,3817,3753,4145,8411,3630,53400,27872,17027,7842,602,552,1371,3540,6397,4574,956,910,896,5870,2323,635,1251,984,2056,1624,9968,9455,6702,6816,2829,2631,20877,16621,6068,5195,12347,11343,21060,5968,5904,36183,17101,44263,8572,882,492,12345
"undeterminedSex_AAMN_N305-15-e15.5_Heart173",20384436,12500,6871,5368,11826,5043,4471,5419,9698,5116,70523,41578,20889,10056,681,655,1572,4339,8223,5072,963,965,1018,4137,2552,696,1419,1317,1729,1682,11082,10188,6710,6887,2864,2664,19043,18586,5980,5982,13481,12035,23151,6158,6734,33572,17194,56086,9553,639,598,14532
"undeterminedSex_AAPN_K1026-14-e15.5_Heart173",20390836,12220,6645,4687,10851,5557,4738,5155,10047,4726,70568,46337,22670,8537,704,624,1775,4329,7444,5666,1130,860,1344,4554,2739,500,1735,1694,1644,1497,10731,9816,7388,7398,2688,2546,18676,18283,5846,5318,13352,11912,23328,5305,6277,31684,16175,50057,10445,484,478,14072
"undeterminedSex_AAPN_K1026-3-e15.5_Heart173",20383922,11925,7202,4981,10884,5504,4945,5954,9969,4771,78605,42739,23828,10593,836,762,1893,3944,7999,5436,1318,1198,1420,4409,2570,473,1726,1738,1721,1515,11388,10520,7878,7965,2697,2575,20603,18232,5700,5596,13446,11869,22686,4707,5611,29291,15359,42068,16169,592,268,14295
"undeterminedSex_AAPQ_K1076-4-e15.5_Heart173",20392848,13672,7635,4627,10559,5386,4860,4111,10716,7243,72992,42166,20380,10916,671,541,1786,4113,8067,4706,1006,1088,1349,7389,2889,730,2259,1668,1768,1558,10783,11020,7345,7388,2749,2513,16702,19641,5759,5597,13123,12790,21725,5833,5166,32301,15524,43628,9888,617,210,13600
"undeterminedSex_AATQ_K112-28-e15.5_Heart173",20487248,13240,6482,4622,9694,4963,4624,5330,8683,3600,47633,27857,13560,8192,538,447,1601,3795,7965,6162,1046,996,1232,3405,2140,447,1230,1098,1335,1294,9502,8949,6584,6813,2223,2208,13950,16779,4918,4469,9182,8879,19861,4602,4707,25605,14730,40716,12671,1155,1038,16320
"undeterminedSex_AATQ_K112-29-e15.5_Heart173",20334376,16092,9350,5818,13628,6551,6678,7121,12266,7140,68026,35397,22675,11128,600,610,2063,4974,9427,7650,1455,1529,887,2976,2986,1094,1092,940,2089,1896,13240,12903,8491,8308,3376,3215,24006,24264,7190,7498,12773,12266,25466,6479,6299,36607,20428,53810,13229,763,876,18716
"undeterminedSex_AATQ_K113-11-e15.5_Heart173",20421022,12153,6848,4460,10890,4882,5056,5343,9699,4520,61803,35441,19241,6896,591,511,1639,3465,7656,4641,1121,1092,1113,3767,2419,577,1402,1282,1792,1690,10413,10040,6935,6846,2792,2533,20523,20787,5436,5199,11235,11040,22560,5265,6372,32129,16875,48424,10455,798,331,13426
"undeterminedSex_AATQ_K113-8-e15.5_Heart173",20432176,12647,6512,4614,10820,5308,4378,4864,9143,4027,56076,31742,16046,9863,535,466,1699,3960,6910,5091,1241,1145,1220,3965,2383,636,1501,1339,1670,1636,10800,10329,7213,7599,2658,2520,19156,20007,5588,5355,11398,10610,23123,5336,5643,31155,17196,48936,10761,622,382,13005
"undeterminedSex_AAWB_K269-40-e15.5_Heart173",20348244,14852,7507,5623,12054,5873,6280,7165,11441,6295,77471,45658,26095,10860,719,661,1972,4751,7421,5090,1295,1233,1416,4050,2685,660,1462,1383,1798,1574,12442,11329,7810,7550,3031,2900,19544,22183,6196,5824,12397,11292,24198,5874,6078,32906,17709,51581,14692,529,348,13388
"undeterminedSex_AAWB_K346-40-e15.5_Heart173",20370692,11691,6448,4735,10304,4911,4524,4566,9568,7536,75767,41496,24771,11738,691,682,1666,3739,7161,4983,1271,1232,1034,9661,2742,647,1611,2196,1939,1716,10697,10725,7090,7344,2843,2639,21661,20186,6597,5777,14609,12562,21807,5663,6302,33255,16914,50884,9896,561,270,12975
"undeterminedSex_AAWC_K245-15-e15.5_Heart173",20439214,10895,6251,4377,10693,4541,4451,5223,9355,5991,58880,37624,20337,9240,566,523,1700,3780,7414,4275,1072,1032,1194,3592,2370,477,1134,1237,1680,1590,10977,9900,7399,7480,2762,2536,18791,17234,5427,5246,11137,10418,21705,4512,5700,27529,15476,40322,13894,723,124,12536
"undeterminedSex_AAWC_K245-21-e15.5_Heart173",20399880,13081,6912,4899,11374,5697,6083,5180,10445,6722,69855,38076,22581,9458,675,587,1898,4228,7494,4884,1289,1373,1434,3541,2713,509,1631,1217,1629,1559,11850,11121,7858,7865,3048,2817,18280,20931,5742,5202,11562,10331,22937,5504,5128,29039,16152,40111,16692,624,301,13303
"undeterminedSex_AAWF_K371-9-e15.5_Heart173",20404088,10630,5881,4302,9742,4700,4932,5939,8702,4184,69928,39589,28255,11915,678,677,1662,3765,7199,4710,1015,1037,1269,4000,2392,527,1278,1300,1578,1558,11290,10409,7635,7533,2756,2658,19804,17949,5856,5555,12401,11424,21921,4993,5781,30311,15847,40444,16578,960,463,13332
"undeterminedSex_ABGF_K1122-11-e15.5_Heart173",20344824,14982,9086,5728,13188,6829,6001,7684,11208,3264,74965,41037,25611,14767,673,700,1959,4568,7638,5215,1347,1483,1365,3804,2537,634,1398,1294,1863,1885,12139,11526,8097,8277,2996,2839,23438,22507,6562,6240,13261,12248,24979,5650,6338,32718,17276,50868,13480,792,232,13877
"undeterminedSex_ABHW_K1303-7-e15.5_Heart173",20376900,13071,7223,4524,10415,5023,5493,5894,9953,4522,83157,43222,25266,12919,793,742,1846,4171,7585,5453,1102,1255,1230,2804,2245,433,1441,1347,1620,1560,12453,11053,7747,7786,2859,2686,20487,17760,5412,5532,12252,11199,24291,4856,5966,28790,15697,43896,15056,652,361,14051
"undeterminedSex_ABJM_K1365-25-e15.5_Heart173",20443488,10648,6027,4520,9824,4827,4474,5450,8469,3593,62737,35371,20224,8640,610,561,1703,3896,6719,5621,1047,1064,1227,3850,2661,480,1473,1496,1667,1502,10786,10000,7096,7043,2644,2431,18037,16701,5036,4907,12048,10760,21050,4890,5782,29135,15135,35578,15657,763,653,13756
